,name,description,breakfast,lunch,supper,snack,drink,dessert,ingredients,directions,pic
0,Lemonade,A refreshing summer treat!,False,False,False,True,True,False,"1 cup sugar
1 cup water
1 cup freshly squeezed lemon juice, about 4 to 6 lemons
2 - 3 cups water to dilute","1. Make a simple syrup of the water and sugar. Combine in a saucepan and bring to a simmer.
2. Stir so sugar dissolves and remove from heat.
3. Pour the juice and syrup into a serving picture. Dilute with cold water to taste.
4. Chill 40 minutes in the fridge.",lemonade.jpeg
