,name,description,breakfast,lunch,supper,snack,drink,dessert,ingredients,directions,pic
0,5 minute Chocolate Pudding,Delightful and quick dessert,False,False,False,False,False,True,"2/3 cup sugar
1/4 cup unsweetened cocoa powder
1/4 tsp salt
3 tbsp cornstarch
2 1/4 cups milk
2 teaspoons vanilla
1 tbsp butter
","1. Combine sugar, cocoa, cornstarch and salt with a whisk in a medium saucepan. Mix with a mix.
2. Whisk in milk.
3. Heat to simmer over medium heat.
4. Cook until thick and bubbly, about 1 to 2 minutes.
5. Remove from heat.
6. Stir in vanilla and butter.
7. Pour in serving glasses and chill thoroughly.",5_minute_chocolate_pudding.jpg
